Registro;Nombre;Referencia de Tramite;Equivalencia Terapéutica o Biosimilar;Titular;Estado del Registro;Resolución Inscríbase;Fecha Inscríbase;Ultima Renovación;Fecha Próxima renovación;Régimen;Vía Administración;Condición de Venta;Expende tipo establecimiento;Indicación;Fecha Próxima Renovación;Procesado
F-7975/11;;;;;;;;;;;;;;;;False
F-20730/18;;;;;;;;;;;;;;;;False
F-13515/19;;;;;;;;;;;;;;;;False
F-12928/18;;;;;;;;;;;;;;;;False
F-671/98;;;;;;;;;;;;;;;;False
F-11382/11;;;;;;;;;;;;;;;;False
F-6351/15;;;;;;;;;;;;;;;;False
F-7945/11;;;;;;;;;;;;;;;;False
F-7944/11;;;;;;;;;;;;;;;;False
F-316/08;;;;;;;;;;;;;;;;False
F-10851/06;;;;;;;;;;;;;;;;False
F-10850/01;;;;;;;;;;;;;;;;False
F-2712/04;;;;;;;;;;;;;;;;False
F-2711/04;;;;;;;;;;;;;;;;False
F-3217/10;;;;;;;;;;;;;;;;False
F-2858/09;;;;;;;;;;;;;;;;False
F-331/97;;;;;;;;;;;;;;;;False
F-14152/14;;;;;;;;;;;;;;;;False
F-8022/01;;;;;;;;;;;;;;;;False
F-3871/10;;;;;;;;;;;;;;;;False
F-4091/10;;;;;;;;;;;;;;;;False
F-11190/11;;;;;;;;;;;;;;;;False
F-8291/01;;;;;;;;;;;;;;;;False
F-3233/10;;;;;;;;;;;;;;;;False
F-19181/11;;;;;;;;;;;;;;;;False
F-15167/10;;;;;;;;;;;;;;;;False
F-6511/15;;;;;;;;;;;;;;;;False
F-5723/10;;;;;;;;;;;;;;;;False
F-7032/10;;;;;;;;;;;;;;;;False
F-6855/00;;;;;;;;;;;;;;;;False
F-7049/00;;;;;;;;;;;;;;;;False
F-7050/00;;;;;;;;;;;;;;;;False
F-17923/10;;;;;;;;;;;;;;;;False
F-17924/10;;;;;;;;;;;;;;;;False
F-13322/08;;;;;;;;;;;;;;;;False
F-13321/08;;;;;;;;;;;;;;;;False
F-13320/08;;;;;;;;;;;;;;;;False
F-13319/08;;;;;;;;;;;;;;;;False
F-23217/16;;;;;;;;;;;;;;;;False
F-23220/16;;;;;;;;;;;;;;;;False
F-10945/11;;;;;;;;;;;;;;;;False
F-10946/11;;;;;;;;;;;;;;;;False
F-19183/11;;;;;;;;;;;;;;;;False
F-19182/11;;;;;;;;;;;;;;;;False
F-18227/10;;;;;;;;;;;;;;;;False
F-18387/10;;;;;;;;;;;;;;;;False
F-18456/15;;;;;;;;;;;;;;;;False
F-18457/15;;;;;;;;;;;;;;;;False
F-18527/16;;;;;;;;;;;;;;;;False
F-16965/18;;;;;;;;;;;;;;;;False
F-16479/12;;;;;;;;;;;;;;;;False
F-14386/14;;;;;;;;;;;;;;;;False
F-15410/11;;;;;;;;;;;;;;;;False
F-7567/01;;;;;;;;;;;;;;;;False
F-8712/16;;;;;;;;;;;;;;;;False
F-8853/16;;;;;;;;;;;;;;;;False
F-4275/10;;;;;;;;;;;;;;;;False
F-4530/10;;;;;;;;;;;;;;;;False
F-354/08;;;;;;;;;;;;;;;;False
F-15409/11;;;;;;;;;;;;;;;;False
F-7566/01;;;;;;;;;;;;;;;;False
F-8852/16;;;;;;;;;;;;;;;;False
F-8713/16;;;;;;;;;;;;;;;;False
F-4529/10;;;;;;;;;;;;;;;;False
F-355/08;;;;;;;;;;;;;;;;False
F-3857/10;;;;;;;;;;;;;;;;False
F-17235/18;;;;;;;;;;;;;;;;False
F-18526/16;;;;;;;;;;;;;;;;False
F-18386/10;;;;;;;;;;;;;;;;False
F-18395/15;;;;;;;;;;;;;;;;False
F-18396/15;;;;;;;;;;;;;;;;False
F-18228/10;;;;;;;;;;;;;;;;False
F-24158/18;;;;;;;;;;;;;;;;False
F-18671/16;;;;;;;;;;;;;;;;False
F-14338/19;;;;;;;;;;;;;;;;False
F-18672/16;;;;;;;;;;;;;;;;False
F-13870/19;;;;;;;;;;;;;;;;False
F-19743/18;;;;;;;;;;;;;;;;False
F-19744/18;;;;;;;;;;;;;;;;False
F-19740/18;;;;;;;;;;;;;;;;False
F-19741/18;;;;;;;;;;;;;;;;False
F-19742/18;;;;;;;;;;;;;;;;False
F-851/98;;;;;;;;;;;;;;;;False
F-10184/01;;;;;;;;;;;;;;;;False
F-13087/18;;;;;;;;;;;;;;;;False
F-14356/14;;;;;;;;;;;;;;;;False
F-13088/08;;;;;;;;;;;;;;;;False
F-14355/14;;;;;;;;;;;;;;;;False
F-8322/11;;;;;;;;;;;;;;;;False
F-8324/11;;;;;;;;;;;;;;;;False
F-16065/12;;;;;;;;;;;;;;;;False
F-15599/11;;;;;;;;;;;;;;;;False
F-24213/18;;;;;;;;;;;;;;;;False
F-24253/18;;;;;;;;;;;;;;;;False
F-12741/17;;;;;;;;;;;;;;;;False
F-17634/19;;;;;;;;;;;;;;;;False
F-6585/15;;;;;;;;;;;;;;;;False
B-183/13;;;;;;;;;;;;;;;;False
F-3619/05;;;;;;;;;;;;;;;;False
F-6583/05;;;;;;;;;;;;;;;;False
F-20537/13;;;;;;;;;;;;;;;;False
F-19785/13;;;;;;;;;;;;;;;;False
F-20520/13;;;;;;;;;;;;;;;;False
B-182/18;;;;;;;;;;;;;;;;False
F-19778/13;;;;;;;;;;;;;;;;False
F-19777/18;;;;;;;;;;;;;;;;False
B-195/13;;;;;;;;;;;;;;;;False
F-20522/13;;;;;;;;;;;;;;;;False
F-9934/16;;;;;;;;;;;;;;;;False
F-6584/15;;;;;;;;;;;;;;;;False
F-6582/05;;;;;;;;;;;;;;;;False
F-15940/07;;;;;;;;;;;;;;;;False
F-15941/07;;;;;;;;;;;;;;;;False
F-15942/07;;;;;;;;;;;;;;;;False
F-3593/05;;;;;;;;;;;;;;;;False
F-17570/09;;;;;;;;;;;;;;;;False
F-24256/18;;;;;;;;;;;;;;;;False
F-24578/19;;;;;;;;;;;;;;;;False
F-16863/08;;;;;;;;;;;;;;;;False
B-398/09;;;;;;;;;;;;;;;;False
F-16862/08;;;;;;;;;;;;;;;;False
F-18286/15;;;;;;;;;;;;;;;;False
F-18511/11;;;;;;;;;;;;;;;;False
F-15236/10;;;;;;;;;;;;;;;;False
F-13203/08;;;;;;;;;;;;;;;;False
B-399/09;;;;;;;;;;;;;;;;False
F-14813/10;;;;;;;;;;;;;;;;False
F-24155/18;;;;;;;;;;;;;;;;False
F-19564/17;;;;;;;;;;;;;;;;False
F-20536/13;;;;;;;;;;;;;;;;False
F-20521/13;;;;;;;;;;;;;;;;False
F-19784/13;;;;;;;;;;;;;;;;False
F-19815/13;;;;;;;;;;;;;;;;False
F-24741/19;;;;;;;;;;;;;;;;False
F-22915/16;;;;;;;;;;;;;;;;False
F-19775/13;;;;;;;;;;;;;;;;False
F-19454/12;;;;;;;;;;;;;;;;False
F-19779/13;;;;;;;;;;;;;;;;False
F-20523/13;;;;;;;;;;;;;;;;False
F-22907/16;;;;;;;;;;;;;;;;False
F-19780/13;;;;;;;;;;;;;;;;False
F-19793/13;;;;;;;;;;;;;;;;False
F-19947/13;;;;;;;;;;;;;;;;False
F-19776/18;;;;;;;;;;;;;;;;False
F-17101/08;;;;;;;;;;;;;;;;False
F-20016/13;;;;;;;;;;;;;;;;False
F-6972/00;;;;;;;;;;;;;;;;False
F-6841/05;;;;;;;;;;;;;;;;False
F-7904/01;;;;;;;;;;;;;;;;False
F-7143/10;;;;;;;;;;;;;;;;False
F-6842/05;;;;;;;;;;;;;;;;False
F-6761/10;;;;;;;;;;;;;;;;False
F-7905/01;;;;;;;;;;;;;;;;False
B-104/98;;;;;;;;;;;;;;;;False
B-1200/11;;;;;;;;;;;;;;;;False
B-616/04;;;;;;;;;;;;;;;;False
B-544/99;;;;;;;;;;;;;;;;False
F-8282/16;;;;;;;;;;;;;;;;False
F-7051/00;;;;;;;;;;;;;;;;False
B-946/05;;;;;;;;;;;;;;;;False
F-6856/00;;;;;;;;;;;;;;;;False
F-8095/16;;;;;;;;;;;;;;;;False
B-409/09;;;;;;;;;;;;;;;;False
F-15281/10;;;;;;;;;;;;;;;;False
F-16068/17;;;;;;;;;;;;;;;;False
F-14850/10;;;;;;;;;;;;;;;;False
F-19790/13;;;;;;;;;;;;;;;;False
F-18513/11;;;;;;;;;;;;;;;;False
F-18421/10;;;;;;;;;;;;;;;;False
F-18311/15;;;;;;;;;;;;;;;;False
F-16338/17;;;;;;;;;;;;;;;;False
F-17595/14;;;;;;;;;;;;;;;;False
F-17293/13;;;;;;;;;;;;;;;;False
F-17985/15;;;;;;;;;;;;;;;;False
F-21808/20;;;;;;;;;;;;;;;;False
F-21928/20;;;;;;;;;;;;;;;;False
F-8325/01;;;;;;;;;;;;;;;;False
F-4145/00;;;;;;;;;;;;;;;;False
F-19834/13;;;;;;;;;;;;;;;;False
F-14098/19;;;;;;;;;;;;;;;;False
F-22324/15;;;;;;;;;;;;;;;;False
F-22278/15;;;;;;;;;;;;;;;;False
F-3720/00;;;;;;;;;;;;;;;;False
B-1428/06;;;;;;;;;;;;;;;;False
B-1429/06;;;;;;;;;;;;;;;;False
B-1430/06;;;;;;;;;;;;;;;;False
F-12229/17;;;;;;;;;;;;;;;;False
F-21138/14;;;;;;;;;;;;;;;;False
F-18233/15;;;;;;;;;;;;;;;;False
F-15760/11;;;;;;;;;;;;;;;;False
F-12326/17;;;;;;;;;;;;;;;;False
B-1305/06;;;;;;;;;;;;;;;;False
B-1202/11;;;;;;;;;;;;;;;;False
F-6512/10;;;;;;;;;;;;;;;;False
B-1404/01;;;;;;;;;;;;;;;;False
B-1405/01;;;;;;;;;;;;;;;;False
F-6440/05;;;;;;;;;;;;;;;;False
B-543/99;;;;;;;;;;;;;;;;False
F-6971/00;;;;;;;;;;;;;;;;False
F-6858/00;;;;;;;;;;;;;;;;False
F-5491/00;;;;;;;;;;;;;;;;False
B-480/99;;;;;;;;;;;;;;;;False
B-1199/11;;;;;;;;;;;;;;;;False
B-1013/05;;;;;;;;;;;;;;;;False
F-13901/04;;;;;;;;;;;;;;;;False
F-15701/11;;;;;;;;;;;;;;;;False
F-14099/09;;;;;;;;;;;;;;;;False
F-13149/18;;;;;;;;;;;;;;;;False
B-1197/11;;;;;;;;;;;;;;;;False
F-18302/10;;;;;;;;;;;;;;;;False
F-18514/11;;;;;;;;;;;;;;;;False
F-18850/16;;;;;;;;;;;;;;;;False
F-17236/13;;;;;;;;;;;;;;;;False
F-17150/08;;;;;;;;;;;;;;;;False
F-14821/15;;;;;;;;;;;;;;;;False
B-975/05;;;;;;;;;;;;;;;;False
F-4146/00;;;;;;;;;;;;;;;;False
F-6859/00;;;;;;;;;;;;;;;;False
F-8019/16;;;;;;;;;;;;;;;;False
F-20067/13;;;;;;;;;;;;;;;;False
F-21812/15;;;;;;;;;;;;;;;;False
F-21815/15;;;;;;;;;;;;;;;;False
F-21813/15;;;;;;;;;;;;;;;;False
F-24653/19;;;;;;;;;;;;;;;;False
F-24722/19;;;;;;;;;;;;;;;;False
F-18176/15;;;;;;;;;;;;;;;;False
F-17151/08;;;;;;;;;;;;;;;;False
B-1201/11;;;;;;;;;;;;;;;;False
B-1314/11;;;;;;;;;;;;;;;;False
F-15600/11;;;;;;;;;;;;;;;;False
F-6671/05;;;;;;;;;;;;;;;;False
B-132/98;;;;;;;;;;;;;;;;False
F-22924/16;;;;;;;;;;;;;;;;False
F-22926/16;;;;;;;;;;;;;;;;False
F-21572/19;;;;;;;;;;;;;;;;False
F-24612/19;;;;;;;;;;;;;;;;False
F-22925/16;;;;;;;;;;;;;;;;False
F-19869/13;;;;;;;;;;;;;;;;False
F-23045/16;;;;;;;;;;;;;;;;False
F-19870/13;;;;;;;;;;;;;;;;False
F-20413/13;;;;;;;;;;;;;;;;False
F-20412/13;;;;;;;;;;;;;;;;False
F-22627/16;;;;;;;;;;;;;;;;False
F-21230/19;;;;;;;;;;;;;;;;False
F-20795/19;;;;;;;;;;;;;;;;False
F-20525/18;;;;;;;;;;;;;;;;False
F-4246/10;;;;;;;;;;;;;;;;False
B-1478/11;;;;;;;;;;;;;;;;False
B-1479/11;;;;;;;;;;;;;;;;False
B-1480/11;;;;;;;;;;;;;;;;False
B-469/99;;;;;;;;;;;;;;;;False
B-1482/11;;;;;;;;;;;;;;;;False
B-471/99;;;;;;;;;;;;;;;;False
B-470/99;;;;;;;;;;;;;;;;False
F-21273/19;;;;;;;;;;;;;;;;False
F-4241/10;;;;;;;;;;;;;;;;False
F-21272/19;;;;;;;;;;;;;;;;False
B-1427/06;;;;;;;;;;;;;;;;False
F-7634/16;;;;;;;;;;;;;;;;False
F-7633/16;;;;;;;;;;;;;;;;False
F-7632/16;;;;;;;;;;;;;;;;False
F-7639/16;;;;;;;;;;;;;;;;False
F-7635/16;;;;;;;;;;;;;;;;False
F-9942/16;;;;;;;;;;;;;;;;False
B-974/10;;;;;;;;;;;;;;;;False
B-827/10;;;;;;;;;;;;;;;;False
F-8031/01;;;;;;;;;;;;;;;;False
B-1106/01;;;;;;;;;;;;;;;;False
B-445/14;;;;;;;;;;;;;;;;False
F-3583/00;;;;;;;;;;;;;;;;False
B-514/99;;;;;;;;;;;;;;;;False
B-312/98;;;;;;;;;;;;;;;;False
B-287/98;;;;;;;;;;;;;;;;False
B-444/14;;;;;;;;;;;;;;;;False
B-1310/11;;;;;;;;;;;;;;;;False
F-10070/01;;;;;;;;;;;;;;;;False
F-14851/10;;;;;;;;;;;;;;;;False
F-16419/17;;;;;;;;;;;;;;;;False
F-7479/06;;;;;;;;;;;;;;;;False
F-14281/09;;;;;;;;;;;;;;;;False
F-13914/04;;;;;;;;;;;;;;;;False
F-13913/04;;;;;;;;;;;;;;;;False
F-3473/04;;;;;;;;;;;;;;;;False
F-6348/10;;;;;;;;;;;;;;;;False
F-3875/10;;;;;;;;;;;;;;;;False
F-4147/00;;;;;;;;;;;;;;;;False
B-576/99;;;;;;;;;;;;;;;;False
F-13912/04;;;;;;;;;;;;;;;;False
F-14100/09;;;;;;;;;;;;;;;;False
B-516/00;;;;;;;;;;;;;;;;False
F-6349/00;;;;;;;;;;;;;;;;False
F-6490/05;;;;;;;;;;;;;;;;False
F-7812/01;;;;;;;;;;;;;;;;False
F-3874/10;;;;;;;;;;;;;;;;False
F-2699/04;;;;;;;;;;;;;;;;False
F-3837/00;;;;;;;;;;;;;;;;False
B-313/98;;;;;;;;;;;;;;;;False
F-13150/08;;;;;;;;;;;;;;;;False
F-16114/07;;;;;;;;;;;;;;;;False
F-2698/04;;;;;;;;;;;;;;;;False
F-18440/10;;;;;;;;;;;;;;;;False
F-18726/11;;;;;;;;;;;;;;;;False
F-19126/11;;;;;;;;;;;;;;;;False
F-16266/07;;;;;;;;;;;;;;;;False
F-6489/05;;;;;;;;;;;;;;;;False
F-3469/00;;;;;;;;;;;;;;;;False
F-14282/04;;;;;;;;;;;;;;;;False
B-513/99;;;;;;;;;;;;;;;;False
B-1205/11;;;;;;;;;;;;;;;;False
F-3581/00;;;;;;;;;;;;;;;;False
F-3580/05;;;;;;;;;;;;;;;;False
F-8021/06;;;;;;;;;;;;;;;;False
B-575/99;;;;;;;;;;;;;;;;False
B-1204/11;;;;;;;;;;;;;;;;False
B-483/99;;;;;;;;;;;;;;;;False
B-545/14;;;;;;;;;;;;;;;;False
F-13902/04;;;;;;;;;;;;;;;;False
B-1206/11;;;;;;;;;;;;;;;;False
B-181/03;;;;;;;;;;;;;;;;False
F-5783/10;;;;;;;;;;;;;;;;False
F-5851/04;;;;;;;;;;;;;;;;False
F-16402/07;;;;;;;;;;;;;;;;False
F-17270/08;;;;;;;;;;;;;;;;False
F-15927/07;;;;;;;;;;;;;;;;False
F-20379/18;;;;;;;;;;;;;;;;False
F-20381/18;;;;;;;;;;;;;;;;False
F-20672/18;;;;;;;;;;;;;;;;False
F-20671/18;;;;;;;;;;;;;;;;False
F-20155/18;;;;;;;;;;;;;;;;False
F-21949/15;;;;;;;;;;;;;;;;False
F-21948/15;;;;;;;;;;;;;;;;False
F-18129/15;;;;;;;;;;;;;;;;False
F-22606/16;;;;;;;;;;;;;;;;False
F-18128/15;;;;;;;;;;;;;;;;False
F-22944/16;;;;;;;;;;;;;;;;False
F-18130/15;;;;;;;;;;;;;;;;False
F-22605/16;;;;;;;;;;;;;;;;False
F-19483/17;;;;;;;;;;;;;;;;False
F-22291/15;;;;;;;;;;;;;;;;False
F-22290/15;;;;;;;;;;;;;;;;False
F-19480/17;;;;;;;;;;;;;;;;False
F-22289/15;;;;;;;;;;;;;;;;False
F-19481/17;;;;;;;;;;;;;;;;False
F-22288/15;;;;;;;;;;;;;;;;False
F-19482/17;;;;;;;;;;;;;;;;False
F-22286/15;;;;;;;;;;;;;;;;False
F-19486/12;;;;;;;;;;;;;;;;False
F-11967/02;;;;;;;;;;;;;;;;False
F-9597/21;;;;;;;;;;;;;;;;False
F-1025/18;;;;;;;;;;;;;;;;False
F-1257/13;;;;;;;;;;;;;;;;False
B-934/10;;;;;;;;;;;;;;;;False
F-9726/01;;;;;;;;;;;;;;;;False
F-1739/04;;;;;;;;;;;;;;;;False
F-9725/01;;;;;;;;;;;;;;;;False
F-6775/05;;;;;;;;;;;;;;;;False
F-6776/10;;;;;;;;;;;;;;;;False
F-1948/14;;;;;;;;;;;;;;;;False
F-15543/11;;;;;;;;;;;;;;;;False
F-21295/19;;;;;;;;;;;;;;;;False
B-52/17;;;;;;;;;;;;;;;;False
B-62/17;;;;;;;;;;;;;;;;False
B-63/17;;;;;;;;;;;;;;;;False
F-1754/09;;;;;;;;;;;;;;;;False
F-800/98;;;;;;;;;;;;;;;;False
B-1001/10;;;;;;;;;;;;;;;;False
F-5659/15;;;;;;;;;;;;;;;;False
F-5658/15;;;;;;;;;;;;;;;;False
F-11192/11;;;;;;;;;;;;;;;;False
F-11193/11;;;;;;;;;;;;;;;;False
F-11195/11;;;;;;;;;;;;;;;;False
F-25156/19;;;;;;;;;;;;;;;;False
F-14111/09;;;;;;;;;;;;;;;;False
F-16803/18;;;;;;;;;;;;;;;;False
F-14710/10;;;;;;;;;;;;;;;;False
F-14709/10;;;;;;;;;;;;;;;;False
F-13389/08;;;;;;;;;;;;;;;;False
F-13022/08;;;;;;;;;;;;;;;;False
F-16782/08;;;;;;;;;;;;;;;;False
F-16785/08;;;;;;;;;;;;;;;;False
F-1296/98;;;;;;;;;;;;;;;;False
F-1295/14;;;;;;;;;;;;;;;;False
F-21676/15;;;;;;;;;;;;;;;;False
F-21345/14;;;;;;;;;;;;;;;;False
F-1294/14;;;;;;;;;;;;;;;;False
F-8326/11;;;;;;;;;;;;;;;;False
F-8327/16;;;;;;;;;;;;;;;;False
F-8533/11;;;;;;;;;;;;;;;;False
F-8532/11;;;;;;;;;;;;;;;;False
F-20477/13;;;;;;;;;;;;;;;;False
F-14039/09;;;;;;;;;;;;;;;;False
F-6619/10;;;;;;;;;;;;;;;;False
F-6616/10;;;;;;;;;;;;;;;;False
F-6617/10;;;;;;;;;;;;;;;;False
F-4574/10;;;;;;;;;;;;;;;;False
F-4575/10;;;;;;;;;;;;;;;;False
F-4576/10;;;;;;;;;;;;;;;;False
F-24924/19;;;;;;;;;;;;;;;;False
F-7915/11;;;;;;;;;;;;;;;;False
F-3737/05;;;;;;;;;;;;;;;;False
F-20948/19;;;;;;;;;;;;;;;;False
F-17180/18;;;;;;;;;;;;;;;;False
F-17110/18;;;;;;;;;;;;;;;;False
F-19618/12;;;;;;;;;;;;;;;;False
F-3876/10;;;;;;;;;;;;;;;;False
F-5725/10;;;;;;;;;;;;;;;;False
F-5728/10;;;;;;;;;;;;;;;;False
F-5784/10;;;;;;;;;;;;;;;;False
F-6936/05;;;;;;;;;;;;;;;;False
F-16059/07;;;;;;;;;;;;;;;;False
F-11915/17;;;;;;;;;;;;;;;;False
F-20767/14;;;;;;;;;;;;;;;;False
F-11916/17;;;;;;;;;;;;;;;;False
F-19767/18;;;;;;;;;;;;;;;;False
F-10713/16;;;;;;;;;;;;;;;;False
F-8854/11;;;;;;;;;;;;;;;;False
F-5797/15;;;;;;;;;;;;;;;;False
F-1349/98;;;;;;;;;;;;;;;;False
B-982/05;;;;;;;;;;;;;;;;False
B-316/98;;;;;;;;;;;;;;;;False
F-6588/15;;;;;;;;;;;;;;;;False
F-11197/11;;;;;;;;;;;;;;;;False
F-6587/15;;;;;;;;;;;;;;;;False
F-11198/01;;;;;;;;;;;;;;;;False
F-11199/11;;;;;;;;;;;;;;;;False
F-11200/11;;;;;;;;;;;;;;;;False
B-1331/11;;;;;;;;;;;;;;;;False
F-5787/15;;;;;;;;;;;;;;;;False
F-5788/15;;;;;;;;;;;;;;;;False
F-11201/11;;;;;;;;;;;;;;;;False
F-11202/01;;;;;;;;;;;;;;;;False
F-11204/11;;;;;;;;;;;;;;;;False
F-11205/01;;;;;;;;;;;;;;;;False
F-11206/11;;;;;;;;;;;;;;;;False
F-3877/00;;;;;;;;;;;;;;;;False
F-1563/98;;;;;;;;;;;;;;;;False
F-17558/14;;;;;;;;;;;;;;;;False
F-17557/14;;;;;;;;;;;;;;;;False
F-5660/00;;;;;;;;;;;;;;;;False
F-5661/00;;;;;;;;;;;;;;;;False
F-6708/05;;;;;;;;;;;;;;;;False
B-971/00;;;;;;;;;;;;;;;;False
F-4628/10;;;;;;;;;;;;;;;;False
F-4629/10;;;;;;;;;;;;;;;;False
F-7101/00;;;;;;;;;;;;;;;;False
F-7102/00;;;;;;;;;;;;;;;;False
F-5652/00;;;;;;;;;;;;;;;;False
F-5653/00;;;;;;;;;;;;;;;;False
F-20014/13;;;;;;;;;;;;;;;;False
F-6018/00;;;;;;;;;;;;;;;;False
F-8643/11;;;;;;;;;;;;;;;;False
F-2052/99;;;;;;;;;;;;;;;;False
F-857/98;;;;;;;;;;;;;;;;False
F-17643/14;;;;;;;;;;;;;;;;False
F-12059/02;;;;;;;;;;;;;;;;False
F-12060/02;;;;;;;;;;;;;;;;False
F-12951/13;;;;;;;;;;;;;;;;False
F-12953/13;;;;;;;;;;;;;;;;False
F-12954/13;;;;;;;;;;;;;;;;False
F-12952/13;;;;;;;;;;;;;;;;False
F-1352/03;;;;;;;;;;;;;;;;False
F-2592/99;;;;;;;;;;;;;;;;False
F-946/13;;;;;;;;;;;;;;;;False
F-24812/19;;;;;;;;;;;;;;;;False
F-2004/14;;;;;;;;;;;;;;;;False
F-513/98;;;;;;;;;;;;;;;;False
F-11173/01;;;;;;;;;;;;;;;;False
B-1368/01;;;;;;;;;;;;;;;;False
B-8/97;;;;;;;;;;;;;;;;False
B-1152/06;;;;;;;;;;;;;;;;False
F-19284/12;;;;;;;;;;;;;;;;False
F-391/08;;;;;;;;;;;;;;;;False
F-392/08;;;;;;;;;;;;;;;;False
F-390/08;;;;;;;;;;;;;;;;False
F-16421/17;;;;;;;;;;;;;;;;False
F-16422/17;;;;;;;;;;;;;;;;False
F-17675/09;;;;;;;;;;;;;;;;False
F-253/07;;;;;;;;;;;;;;;;False
F-6078/00;;;;;;;;;;;;;;;;False
F-16480/12;;;;;;;;;;;;;;;;False
F-7184/05;;;;;;;;;;;;;;;;False
F-14193/14;;;;;;;;;;;;;;;;False
F-7183/15;;;;;;;;;;;;;;;;False
B-1872/15;;;;;;;;;;;;;;;;False
B-1871/15;;;;;;;;;;;;;;;;False
F-12014/17;;;;;;;;;;;;;;;;False
F-15405/11;;;;;;;;;;;;;;;;False
F-12013/12;;;;;;;;;;;;;;;;False
F-12841/18;;;;;;;;;;;;;;;;False
F-13588/04;;;;;;;;;;;;;;;;False
F-13991/19;;;;;;;;;;;;;;;;False
F-9852/16;;;;;;;;;;;;;;;;False
F-19586/12;;;;;;;;;;;;;;;;False
F-19587/17;;;;;;;;;;;;;;;;False
F-9598/06;;;;;;;;;;;;;;;;False
F-14809/10;;;;;;;;;;;;;;;;False
F-14810/10;;;;;;;;;;;;;;;;False
F-12173/07;;;;;;;;;;;;;;;;False
F-14777/15;;;;;;;;;;;;;;;;False
F-12174/12;;;;;;;;;;;;;;;;False
F-17569/14;;;;;;;;;;;;;;;;False
B-2123/10;;;;;;;;;;;;;;;;False
F-9436/01;;;;;;;;;;;;;;;;False
F-22145/15;;;;;;;;;;;;;;;;False
F-13720/04;;;;;;;;;;;;;;;;False
F-50/12;;;;;;;;;;;;;;;;False
F-24195/18;;;;;;;;;;;;;;;;False
F-16912/13;;;;;;;;;;;;;;;;False
F-16916/13;;;;;;;;;;;;;;;;False
F-16917/13;;;;;;;;;;;;;;;;False
F-16913/13;;;;;;;;;;;;;;;;False
F-15896/16;;;;;;;;;;;;;;;;False
F-15894/16;;;;;;;;;;;;;;;;False
F-18754/11;;;;;;;;;;;;;;;;False
F-11207/01;;;;;;;;;;;;;;;;False
F-2344/19;;;;;;;;;;;;;;;;False
F-11208/01;;;;;;;;;;;;;;;;False
F-6590/15;;;;;;;;;;;;;;;;False
F-1184/98;;;;;;;;;;;;;;;;False
F-10748/06;;;;;;;;;;;;;;;;False
F-20206/13;;;;;;;;;;;;;;;;False
F-18736/11;;;;;;;;;;;;;;;;False
F-18738/11;;;;;;;;;;;;;;;;False
F-19204/17;;;;;;;;;;;;;;;;False
F-19203/17;;;;;;;;;;;;;;;;False
F-10210/01;;;;;;;;;;;;;;;;False
F-10211/01;;;;;;;;;;;;;;;;False
F-998/03;;;;;;;;;;;;;;;;False
F-845/03;;;;;;;;;;;;;;;;False
F-18343/15;;;;;;;;;;;;;;;;False
F-18344/15;;;;;;;;;;;;;;;;False
F-12691/02;;;;;;;;;;;;;;;;False
F-1954/09;;;;;;;;;;;;;;;;False
F-11590/06;;;;;;;;;;;;;;;;False
F-4221/10;;;;;;;;;;;;;;;;False
F-4222/10;;;;;;;;;;;;;;;;False
F-16650/17;;;;;;;;;;;;;;;;False
K-105/15;;;;;;;;;;;;;;;;False
F-2056/09;;;;;;;;;;;;;;;;False
F-10477/11;;;;;;;;;;;;;;;;False
F-12023/07;;;;;;;;;;;;;;;;False
F-10514/11;;;;;;;;;;;;;;;;False
F-10478/11;;;;;;;;;;;;;;;;False
F-18060/15;;;;;;;;;;;;;;;;False
F-10516/11;;;;;;;;;;;;;;;;False
F-2243/09;;;;;;;;;;;;;;;;False
F-2244/14;;;;;;;;;;;;;;;;False
F-6445/15;;;;;;;;;;;;;;;;False
F-6444/10;;;;;;;;;;;;;;;;False
F-12525/07;;;;;;;;;;;;;;;;False
F-14030/04;;;;;;;;;;;;;;;;False
B-2382/14;;;;;;;;;;;;;;;;False
B-2389/14;;;;;;;;;;;;;;;;False
F-22233/15;;;;;;;;;;;;;;;;False
F-414/18;;;;;;;;;;;;;;;;False
F-350/98;;;;;;;;;;;;;;;;False
F-13736/04;;;;;;;;;;;;;;;;False
F-13650/04;;;;;;;;;;;;;;;;False
F-351/98;;;;;;;;;;;;;;;;False
F-1905/09;;;;;;;;;;;;;;;;False
F-14300/09;;;;;;;;;;;;;;;;False
F-14301/09;;;;;;;;;;;;;;;;False
F-3265/10;;;;;;;;;;;;;;;;False
F-14176/14;;;;;;;;;;;;;;;;False
F-23764/18;;;;;;;;;;;;;;;;False
F-14177/14;;;;;;;;;;;;;;;;False
F-23766/18;;;;;;;;;;;;;;;;False
F-23742/18;;;;;;;;;;;;;;;;False
F-14175/14;;;;;;;;;;;;;;;;False
F-23964/18;;;;;;;;;;;;;;;;False
F-24085/18;;;;;;;;;;;;;;;;False
F-23963/18;;;;;;;;;;;;;;;;False
F-10772/11;;;;;;;;;;;;;;;;False
B-12/12;;;;;;;;;;;;;;;;False
F-10773/11;;;;;;;;;;;;;;;;False
F-15812/11;;;;;;;;;;;;;;;;False
F-2385/09;;;;;;;;;;;;;;;;False
F-17256/08;;;;;;;;;;;;;;;;False
F-2133/14;;;;;;;;;;;;;;;;False
